policyName,reason,applicationName,openTime,component,stage,threatLevel
Security-Medium,sonatype-2019-0377,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,7
Security-Medium,sonatype-2019-0378,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,7
Security-Medium,sonatype-2020-0165,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,7
Security-Medium,sonatype-2020-0187,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,7
Security-Medium,sonatype-2020-0686,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,7
Security-Medium,CVE-2011-4969,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/altgraph@0.10.2?extension=tar.gz",build,7
Security-Medium,CVE-2020-11023,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/altgraph@0.10.2?extension=tar.gz",build,7
Security-Medium,CVE-2020-7656,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/altgraph@0.10.2?extension=tar.gz",build,7
Security-Medium,sonatype-2014-0026,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/altgraph@0.10.2?extension=tar.gz",build,7
Security-Medium,sonatype-2019-0115,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/altgraph@0.10.2?extension=tar.gz",build,7
Security-Critical,CVE-2017-16764,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django-make-app@0.1.3?extension=whl&qualifier=py2.py3-none-any",build,10
Security-Critical,CVE-2017-16764,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django-make-app@0.1.3?extension=tar.gz",build,10
Security-Critical,CVE-2014-0474,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,10
Security-Critical,CVE-2016-9013,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,10
Security-Critical,CVE-2019-19844,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,10
Security-Critical,CVE-2017-16763,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/confire@0.2.0?extension=tar.gz",build,10
Security-Critical,CVE-2014-0474,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,10
Security-Critical,CVE-2016-9013,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,10
Security-Critical,CVE-2019-19844,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,10
Security-High,CVE-2015-5143,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2015-5145,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2016-2512,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2016-7401,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2016-9014,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2019-14232,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2019-14235,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2020-24584,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2021-31542,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2021-33571,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2021-45115,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2021-45116,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=tar.gz",build,9
Security-High,CVE-2015-5143,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2015-5145,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2016-2512,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2016-7401,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2016-9014,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2019-14232,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2019-14235,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2020-24584,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2021-31542,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2021-33571,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2021-45115,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-High,CVE-2021-45116,p1,2022-01-22T17:55:49.136+0000,"pkg:pypi/django@1.6?extension=whl&qualifier=py2.py3-none-any",build,9
Security-Medium,sonatype-2021-4517,prod2,2022-01-22T17:56:20.670+0000,"pkg:maven/ch.qos.logback/logback-classic@1.0.3?type=jar",build,7
Security-Medium,CVE-2020-26259,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,7
Security-Medium,CVE-2012-5575,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2013-2172,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2013-4517,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2013-5823,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2019-17573,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-0187,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-13954,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-15522,prod2,2022-01-22T17:56:20.670+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-1954,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2021-22569,prod2,2022-01-22T17:56:20.670+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2021-43797,prod2,2022-01-22T17:56:20.670+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2013-0070,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2014-0173,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2020-0026,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2020-0770,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2020-0926,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2021-0818,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2021-44832,prod2,2022-01-22T17:56:20.670+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,7
Security-Medium,CVE-2021-45105,prod2,2022-01-22T17:56:20.670+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,7
Security-Critical,CVE-2017-5929,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/ch.qos.logback/logback-classic@1.0.3?type=jar",build,10
Security-Critical,CVE-2013-7285,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21342,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21344,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21345,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21346,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21347,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21350,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2017-7525,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,10
Security-Critical,CVE-2021-44228,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,10
Security-Critical,CVE-2021-45046,prod2,2022-01-22T17:56:20.670+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,10
Security-Critical,sonatype-2021-4560,prod2,2022-01-22T17:56:20.670+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,10
Security-High,CVE-2016-3674,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2017-7957,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2020-26217,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2020-26258,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2021-21343,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2021-21348,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2021-21349,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2017-5656,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,CVE-2019-10172,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,CVE-2021-35517,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,CVE-2021-36090,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,CVE-2021-37136,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,CVE-2021-37137,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,sonatype-2021-0789,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,sonatype-2021-1694,prod2,2021-12-14T11:11:15.107+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,sonatype-2021-4682,prod2,2022-01-22T17:56:20.670+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-Medium,sonatype-2021-4517,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/ch.qos.logback/logback-classic@1.0.3?type=jar",build,7
Security-Medium,CVE-2020-26259,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,7
Security-Medium,CVE-2012-5575,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2013-2172,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2013-4517,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2013-5823,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2019-17573,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-0187,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-13954,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-15522,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-1954,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2021-22569,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2021-43797,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2013-0070,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2014-0173,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2020-0026,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2020-0770,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2020-0926,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2021-0818,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2021-44832,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,7
Security-Medium,CVE-2021-45105,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,7
Security-Critical,CVE-2017-5929,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/ch.qos.logback/logback-classic@1.0.3?type=jar",build,10
Security-Critical,CVE-2013-7285,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21342,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21344,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21345,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21346,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21347,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21350,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2017-7525,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,10
Security-Critical,CVE-2021-44228,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,10
Security-Critical,CVE-2021-45046,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,10
Security-Critical,sonatype-2021-4560,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,10
Security-High,CVE-2016-3674,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2017-7957,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2020-26217,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2020-26258,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2021-21343,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2021-21348,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2021-21349,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2021-43859,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2017-5656,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,CVE-2019-10172,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,CVE-2021-35517,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,CVE-2021-36090,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,CVE-2021-37136,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,CVE-2021-37137,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,sonatype-2021-0789,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,sonatype-2021-1694,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-High,sonatype-2021-4682,prod3,2022-02-07T13:10:54.110+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,9
Security-Medium,sonatype-2021-4517,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/ch.qos.logback/logback-classic@1.0.3?type=jar",build,7
Security-Medium,CVE-2020-26259,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,7
Security-Medium,CVE-2012-5575,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2013-2172,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2013-4517,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2013-5823,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2019-17573,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-0187,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-13954,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-15522,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2020-1954,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2021-22569,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2021-43797,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2013-0070,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2014-0173,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2020-0026,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2020-0770,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2020-0926,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,sonatype-2021-0818,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,7
Security-Medium,CVE-2021-44832,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,7
Security-Medium,CVE-2021-45105,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,7
Security-Critical,CVE-2017-5929,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/ch.qos.logback/logback-classic@1.0.3?type=jar",build,10
Security-Critical,CVE-2013-7285,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21342,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21344,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21345,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21346,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21347,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2021-21350,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,10
Security-Critical,CVE-2017-7525,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/io.openliberty/openliberty-runtime@21.0.0.8?type=zip",build,10
Security-Critical,CVE-2021-44228,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,10
Security-Critical,CVE-2021-45046,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,10
Security-Critical,sonatype-2021-4560,producer,2022-01-26T08:17:10.423+0000,"pkg:maven/org.apache.logging.log4j/log4j-core@2.14.1?type=jar",build,10
Security-High,CVE-2016-3674,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2017-7957,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2020-26217,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2020-26258,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
Security-High,CVE-2021-21343,producer,2022-01-22T17:56:52.553+0000,"pkg:maven/com.thoughtworks.xstream/xstream@1.4.5?type=jar",build,9
